#======================================================================#
# material, density, radius, mass, temperature, pressure, height, time #
#           (kg/m^3)   (m)   (kg)      (K)        (Pa)     (m)     (s) #
#======================================================================#
zinc_oxide,5675,0.015,8.0228e-02,284.9, 98960, 657, 14.8
zinc_oxide,5675,0.015,8.0228e-02,282.0, 96913, 593, 13.6
zinc_oxide,5675,0.015,8.0228e-02,293.7,100286, 724, 15.0
zinc_oxide,5675,0.015,8.0228e-02,292.5, 99670, 728, 15.1
zinc_oxide,5675,0.015,8.0228e-02,286.0, 93771, 732, 17.1
zinc_oxide,5675,0.015,8.0228e-02,270.0,105510, 843, 17.7
zinc_oxide,5675,0.015,8.0228e-02,274.1, 98375, 722, 15.6
zinc_oxide,5675,0.015,8.0228e-02,306.2, 98729, 998, 18.2
zinc_oxide,5675,0.015,8.0228e-02,291.1,104971, 917, 18.2
zinc_oxide,5675,0.015,8.0228e-02,268.8,103047, 616, 14.7
zinc_oxide,5675,0.015,8.0228e-02,288.5,100987, 751, 17.7
zinc_oxide,5675,0.015,8.0228e-02,296.3, 99554, 726, 16.3
zinc_oxide,5675,0.015,8.0228e-02,276.8,101921, 870, 18.1
zinc_oxide,5675,0.015,8.0228e-02,293.0, 97474, 712, 15.9
zinc_oxide,5675,0.015,8.0228e-02,289.7, 97376, 572, 12.5
zinc_oxide,5675,0.015,8.0228e-02,295.7,101314, 690, 15.7
zinc_oxide,5675,0.015,8.0228e-02,292.3,101206, 564, 14.1
zinc_oxide,5675,0.015,8.0228e-02,287.2, 94688, 658, 15.4
zinc_oxide,5675,0.015,8.0228e-02,292.1, 96870, 853, 18.4
zinc_oxide,5675,0.015,8.0228e-02,289.7, 97146, 662, 15.4
zinc_oxide,5675,0.015,8.0228e-02,288.2, 94376, 590, 12.7
zinc_oxide,5675,0.015,8.0228e-02,305.9,100154, 582, 15.5
zinc_oxide,5675,0.015,8.0228e-02,291.2,100050, 916, 17.7
zinc_oxide,5675,0.015,8.0228e-02,282.5,101907, 910, 19.4
zinc_oxide,5675,0.015,8.0228e-02,291.5,106368, 675, 16.3
zinc_oxide,5675,0.015,8.0228e-02,306.5, 97382, 673, 14.6
zinc_oxide,5675,0.015,8.0228e-02,303.6,100072, 742, 16.1
zinc_oxide,5675,0.015,8.0228e-02,291.6, 97843, 959, 19.1
zinc_oxide,5675,0.015,8.0228e-02,279.8,107064, 869, 17.4
zinc_oxide,5675,0.015,8.0228e-02,286.6,100541, 779, 16.2
zinc_oxide,5675,0.015,8.0228e-02,292.5, 99745, 515, 12.7
zinc_oxide,5675,0.015,8.0228e-02,295.7,102848, 919, 18.7
zinc_oxide,5675,0.015,8.0228e-02,295.6, 96745, 564, 14.3
zinc_oxide,5675,0.015,8.0228e-02,296.6,100411, 835, 20.0
zinc_oxide,5675,0.015,8.0228e-02,277.4, 96904, 864, 16.9
zinc_oxide,5675,0.015,8.0228e-02,292.4, 98495, 610, 13.5
zinc_oxide,5675,0.015,8.0228e-02,293.8, 98502, 938, 18.9
zinc_oxide,5675,0.015,8.0228e-02,302.5,106538, 874, 17.0
zinc_oxide,5675,0.015,8.0228e-02,313.6,100722, 785, 17.7
zinc_oxide,5675,0.015,8.0228e-02,280.4, 99791, 977, 19.9
zinc_oxide,5675,0.015,8.0228e-02,293.2,102035, 860, 16.8
zinc_oxide,5675,0.015,8.0228e-02,282.3, 99645, 859, 16.2
zinc_oxide,5675,0.015,8.0228e-02,289.1, 96437, 967, 19.5
zinc_oxide,5675,0.015,8.0228e-02,280.2, 95715, 754, 16.7
zinc_oxide,5675,0.015,8.0228e-02,298.5,105558, 551, 14.8
zinc_oxide,5675,0.015,8.0228e-02,286.0,103322, 944, 21.0
zinc_oxide,5675,0.015,8.0228e-02,296.1, 99057, 999, 17.7
zinc_oxide,5675,0.015,8.0228e-02,285.8, 97484, 974, 20.2
zinc_oxide,5675,0.015,8.0228e-02,289.4,103054, 520, 12.6
zinc_oxide,5675,0.015,8.0228e-02,306.3, 95441, 917, 19.4
zinc_oxide,5675,0.015,8.0228e-02,277.4, 97957, 836, 16.6
zinc_oxide,5675,0.015,8.0228e-02,288.4,102989, 642, 14.8
zinc_oxide,5675,0.015,8.0228e-02,283.8, 97535, 720, 15.2
zinc_oxide,5675,0.015,8.0228e-02,294.5,101112, 881, 16.1
zinc_oxide,5675,0.015,8.0228e-02,296.6,100253, 696, 12.9
zinc_oxide,5675,0.015,8.0228e-02,310.0, 97155, 622, 14.9
zinc_oxide,5675,0.015,8.0228e-02,286.5,104908, 815, 17.7
zinc_oxide,5675,0.015,8.0228e-02,295.6,102620, 826, 17.4
zinc_oxide,5675,0.015,8.0228e-02,290.4, 99937, 653, 14.4
zinc_oxide,5675,0.015,8.0228e-02,283.2, 99211, 544, 13.3
zinc_oxide,5675,0.015,8.0228e-02,304.8, 92609, 637, 14.9
zinc_oxide,5675,0.015,8.0228e-02,290.9, 98684, 544, 12.3
zinc_oxide,5675,0.015,8.0228e-02,301.3,107890, 504, 13.1
zinc_oxide,5675,0.015,8.0228e-02,297.4, 96638, 975, 20.4
zinc_oxide,5675,0.020,1.9017e-01,303.4, 98539, 657, 10.5
zinc_oxide,5675,0.020,1.9017e-01,295.7, 98768, 863, 17.0
zinc_oxide,5675,0.020,1.9017e-01,305.1, 97962, 767, 15.7
zinc_oxide,5675,0.020,1.9017e-01,303.6, 98871, 957, 17.2
zinc_oxide,5675,0.020,1.9017e-01,307.3,107678, 587, 14.1
zinc_oxide,5675,0.020,1.9017e-01,301.3,102674, 516, 12.1
zinc_oxide,5675,0.020,1.9017e-01,275.4, 99033, 866, 17.9
zinc_oxide,5675,0.020,1.9017e-01,285.6,101624, 987, 18.2
zinc_oxide,5675,0.020,1.9017e-01,293.3, 96317, 575, 12.1
zinc_oxide,5675,0.020,1.9017e-01,279.3, 96598, 539, 12.5
zinc_oxide,5675,0.020,1.9017e-01,293.4,100788, 858, 15.4
zinc_oxide,5675,0.020,1.9017e-01,286.6,101342, 876, 16.5
zinc_oxide,5675,0.020,1.9017e-01,304.3,100903, 605, 13.6
zinc_oxide,5675,0.020,1.9017e-01,298.6, 99256, 652, 12.1
zinc_oxide,5675,0.020,1.9017e-01,289.8,100855, 594, 12.6
zinc_oxide,5675,0.020,1.9017e-01,297.3, 99897, 567, 13.3
zinc_oxide,5675,0.020,1.9017e-01,293.0, 96991, 575, 13.5
zinc_oxide,5675,0.020,1.9017e-01,292.3, 98197,1011, 19.1
zinc_oxide,5675,0.020,1.9017e-01,290.6,100506, 565, 12.1
zinc_oxide,5675,0.020,1.9017e-01,299.3, 98969, 647, 13.9
zinc_oxide,5675,0.020,1.9017e-01,297.2, 92361, 787, 16.5
zinc_oxide,5675,0.020,1.9017e-01,307.1, 97282, 525, 12.9
zinc_oxide,5675,0.020,1.9017e-01,295.5, 96730, 706, 14.8
zinc_oxide,5675,0.020,1.9017e-01,282.5, 99399, 961, 18.0
zinc_oxide,5675,0.020,1.9017e-01,282.7,101456, 701, 14.5
zinc_oxide,5675,0.020,1.9017e-01,286.3,102101, 815, 17.1
zinc_oxide,5675,0.020,1.9017e-01,271.4, 98345, 836, 15.9
zinc_oxide,5675,0.020,1.9017e-01,287.2,104648, 657, 16.6
zinc_oxide,5675,0.020,1.9017e-01,280.2,103237, 784, 15.4
zinc_oxide,5675,0.020,1.9017e-01,307.2, 97649, 545, 12.0
zinc_oxide,5675,0.020,1.9017e-01,287.4,102942, 925, 18.3
zinc_oxide,5675,0.020,1.9017e-01,295.8, 96658, 527, 12.9
zinc_oxide,5675,0.020,1.9017e-01,302.0, 94824, 832, 15.6
zinc_oxide,5675,0.020,1.9017e-01,297.1, 91256, 770, 13.5
zinc_oxide,5675,0.020,1.9017e-01,280.8, 98921, 838, 17.1
zinc_oxide,5675,0.020,1.9017e-01,299.4,100357, 614, 14.0
zinc_oxide,5675,0.020,1.9017e-01,275.9, 94896, 851, 18.8
zinc_oxide,5675,0.020,1.9017e-01,272.6, 96679, 909, 18.4
zinc_oxide,5675,0.020,1.9017e-01,304.6, 98575, 874, 15.9
zinc_oxide,5675,0.020,1.9017e-01,291.9,101139, 933, 17.8
zinc_oxide,5675,0.020,1.9017e-01,300.0,103065, 849, 15.4
zinc_oxide,5675,0.020,1.9017e-01,291.5, 94952, 922, 16.8
zinc_oxide,5675,0.020,1.9017e-01,313.9,103092, 796, 17.2
zinc_oxide,5675,0.020,1.9017e-01,287.8, 96959, 595, 14.1
zinc_oxide,5675,0.020,1.9017e-01,274.4, 99233, 622, 11.4
zinc_oxide,5675,0.020,1.9017e-01,292.4, 97406, 989, 18.7
zinc_oxide,5675,0.020,1.9017e-01,318.8,103001, 958, 16.1
zinc_oxide,5675,0.020,1.9017e-01,296.0, 98553, 861, 15.3
zinc_oxide,5675,0.020,1.9017e-01,292.8, 99248, 776, 14.6
zinc_oxide,5675,0.020,1.9017e-01,288.8, 99845, 522, 12.4
zinc_oxide,5675,0.020,1.9017e-01,289.8, 96472, 822, 18.2
zinc_oxide,5675,0.020,1.9017e-01,268.0,102304, 729, 15.4
zinc_oxide,5675,0.020,1.9017e-01,296.0, 99341, 850, 17.1
zinc_oxide,5675,0.020,1.9017e-01,287.6, 95089, 836, 17.2
zinc_oxide,5675,0.020,1.9017e-01,290.1,101028, 516, 11.7
zinc_oxide,5675,0.020,1.9017e-01,291.1,100393, 835, 16.9
zinc_oxide,5675,0.020,1.9017e-01,302.2, 97711, 585, 12.1
zinc_oxide,5675,0.020,1.9017e-01,293.9,101868, 933, 17.8
zinc_oxide,5675,0.020,1.9017e-01,295.5,101556, 754, 16.5
zinc_oxide,5675,0.020,1.9017e-01,276.4,103450, 685, 15.4
zinc_oxide,5675,0.020,1.9017e-01,277.9,100587, 676, 11.9
zinc_oxide,5675,0.020,1.9017e-01,296.4,100598, 876, 15.9
zinc_oxide,5675,0.020,1.9017e-01,297.9,101377, 787, 16.0
zinc_oxide,5675,0.020,1.9017e-01,309.4,104397, 854, 16.9
zinc_oxide,5675,0.020,1.9017e-01,298.7, 98496, 572, 12.3
zinc_oxide,5675,0.020,1.9017e-01,305.4,101201, 743, 15.9
zinc_oxide,5675,0.020,1.9017e-01,289.2, 94028, 580, 14.0
zinc_oxide,5675,0.020,1.9017e-01,281.0, 98416, 579, 12.5
zinc_oxide,5675,0.020,1.9017e-01,275.4, 98979, 773, 16.6
zinc_oxide,5675,0.020,1.9017e-01,289.8, 96775, 635, 12.1
zinc_oxide,5675,0.020,1.9017e-01,296.7, 97329, 522, 13.7
zinc_oxide,5675,0.020,1.9017e-01,304.4,101731, 755, 15.7
zinc_oxide,5675,0.020,1.9017e-01,279.3, 94580, 759, 14.6
zinc_oxide,5675,0.020,1.9017e-01,293.5,104610, 785, 15.0
zinc_oxide,5675,0.020,1.9017e-01,307.9,100732, 585, 12.8
zinc_oxide,5675,0.020,1.9017e-01,303.4, 99738, 907, 17.5
zinc_oxide,5675,0.020,1.9017e-01,293.8, 97956, 859, 14.5
zinc_oxide,5675,0.020,1.9017e-01,287.1,104044, 697, 14.3
zinc_oxide,5675,0.020,1.9017e-01,297.9,101825, 755, 15.2
zinc_oxide,5675,0.020,1.9017e-01,307.0, 98569, 586, 12.9
zinc_oxide,5675,0.020,1.9017e-01,296.1,102568, 541, 13.4
zinc_oxide,5675,0.020,1.9017e-01,291.0, 98220, 544, 10.1
zinc_oxide,5675,0.020,1.9017e-01,294.0,100943, 673, 13.5
zinc_oxide,5675,0.020,1.9017e-01,290.8,100183, 890, 15.7
zinc_oxide,5675,0.020,1.9017e-01,293.9,102095, 708, 14.2
zinc_oxide,5675,0.020,1.9017e-01,287.3,109322, 998, 19.1
zinc_oxide,5675,0.020,1.9017e-01,281.9,101790, 982, 21.0
zinc_oxide,5675,0.020,1.9017e-01,287.3, 97961, 662, 13.2
zinc_oxide,5675,0.020,1.9017e-01,311.8, 99813, 694, 15.1
zinc_oxide,5675,0.020,1.9017e-01,290.2, 95365, 911, 17.8
zinc_oxide,5675,0.020,1.9017e-01,315.9,103710, 997, 19.7
zinc_oxide,5675,0.020,1.9017e-01,272.3,104806, 547, 12.8
zinc_oxide,5675,0.020,1.9017e-01,279.1, 99354, 938, 17.9
zinc_oxide,5675,0.020,1.9017e-01,307.7,101672, 516, 11.6
zinc_oxide,5675,0.020,1.9017e-01,297.1, 98077, 825, 16.3
zinc_oxide,5675,0.020,1.9017e-01,296.1,104052, 685, 13.9
zinc_oxide,5675,0.020,1.9017e-01,307.4,100798, 613, 
zinc_oxide,5675,0.020,1.9017e-01,286.1, 99743, 557, 13.4
zinc_oxide,5675,0.020,1.9017e-01,315.4,100884, 921, 18.5
zinc_oxide,5675,0.020,1.9017e-01,289.2, 99740, 853, 16.0
zinc_oxide,5675,0.020,1.9017e-01,291.9, 93739, 908, 18.4
zinc_oxide,5675,0.020,1.9017e-01,296.3,100189, 734, 13.6
zinc_oxide,5675,0.020,1.9017e-01,303.7, 98444, 697, 14.5
zinc_oxide,5675,0.020,1.9017e-01,306.0,104291, 818, 18.8
zinc_oxide,5675,0.020,1.9017e-01,284.5, 97286, 693, 14.0
zinc_oxide,5675,0.020,1.9017e-01,289.6,100571, 735, 13.9
zinc_oxide,5675,0.020,1.9017e-01,274.6, 96965, 913, 16.4
zinc_oxide,5675,0.020,1.9017e-01,295.5, 97665, 787, 16.0
zinc_oxide,5675,0.020,1.9017e-01,294.4,100221, 975, 18.1
zinc_oxide,5675,0.020,1.9017e-01,290.8,103967, 834, 16.9
zinc_oxide,5675,0.020,1.9017e-01,307.8, 95326, 913, 17.0
zinc_oxide,5675,0.020,1.9017e-01,295.3, 99020, 526, 12.2
zinc_oxide,5675,0.020,1.9017e-01,300.7,104985, 758, 15.8
zinc_oxide,5675,0.020,1.9017e-01,284.7, 97501, 785, 15.2
zinc_oxide,5675,0.020,1.9017e-01,293.6,102914, 887, 18.3
zinc_oxide,5675,0.020,1.9017e-01,285.4,105173, 872, 17.9
zinc_oxide,5675,0.020,1.9017e-01,277.0,100527, 686, 15.5
zinc_oxide,5675,0.020,1.9017e-01,285.7,104030, 558, 12.0
zinc_oxide,5675,0.020,1.9017e-01,278.5,104142, 496, 10.7
zinc_oxide,5675,0.020,1.9017e-01,302.6,101420, 720, 13.4
zinc_oxide,5675,0.020,1.9017e-01,296.1, 99536,1006, 18.3
zinc_oxide,5675,0.020,1.9017e-01,296.7,100875, 527, 12.9
zinc_oxide,5675,0.020,1.9017e-01,300.4, 99952, 571, 13.3
zinc_oxide,5675,0.020,1.9017e-01,293.0,104165, 796, 18.5
zinc_oxide,5675,0.020,1.9017e-01,272.3, 98316, 737, 14.1
zinc_oxide,5675,0.020,1.9017e-01,290.1,101441, 802, 15.4
zinc_oxide,5675,0.020,1.9017e-01,281.4, 98278, 940, 17.6
zinc_oxide,5675,0.020,1.9017e-01,294.0,102119, 561, 13.2
zinc_oxide,5675,0.020,1.9017e-01,294.8,106135, 547, 13.5
zinc_oxide,5675,0.020,1.9017e-01,277.8,100307, 725, 13.4
zinc_oxide,5675,0.020,1.9017e-01,272.0, 99673, 937, 18.4
zinc_oxide,5675,0.020,1.9017e-01,289.3, 99408, 576, 13.0
zinc_oxide,5675,0.020,1.9017e-01,302.5, 96817, 817, 14.9
zinc_oxide,5675,0.020,1.9017e-01,288.4, 98703, 884, 17.5
zinc_oxide,5675,0.020,1.9017e-01,283.4, 98895, 830, 18.0
zinc_oxide,5675,0.020,1.9017e-01,294.4,102137, 667, 13.7
zinc_oxide,5675,0.020,1.9017e-01,290.0, 97962, 651, 11.7
zinc_oxide,5675,0.020,1.9017e-01,287.8, 96219, 926, 17.2
zinc_oxide,5675,0.020,1.9017e-01,293.7,104707, 515, 11.5
zinc_oxide,5675,0.020,1.9017e-01,297.4,100997, 925, 18.0
zinc_oxide,5675,0.020,1.9017e-01,290.9,102107, 933, 18.6
zinc_oxide,5675,0.020,1.9017e-01,297.9, 98701, 810, 16.1
zinc_oxide,5675,0.020,1.9017e-01,295.1, 99848, 639, 14.2
zinc_oxide,5675,0.020,1.9017e-01,281.9,104395, 562, 13.3
zinc_oxide,5675,0.020,1.9017e-01,273.8, 98139, 533, 12.0
zinc_oxide,5675,0.020,1.9017e-01,299.3,104340, 775, 16.4
zinc_oxide,5675,0.020,1.9017e-01,283.1,101404, 977, 17.6
zinc_oxide,5675,0.020,1.9017e-01,293.1, 98624, 674, 14.8
zinc_oxide,5675,0.020,1.9017e-01,302.5, 99725, 937, 16.6
zinc_oxide,5675,0.020,1.9017e-01,283.6, 99861, 955, 20.1
zinc_oxide,5675,0.020,1.9017e-01,279.6, 97036, 737, 15.5
zinc_oxide,5675,0.020,1.9017e-01,293.7, 99721, 515, 12.7
zinc_oxide,5675,0.020,1.9017e-01,300.0, 98112, 949, 18.5
zinc_oxide,5675,0.020,1.9017e-01,308.4, 95098, 560, 11.8
zinc_oxide,5675,0.020,1.9017e-01,277.1, 96291, 988, 19.0
zinc_oxide,5675,0.020,1.9017e-01,296.3,100522, 839, 17.0
zinc_oxide,5675,0.020,1.9017e-01,261.8,101379, 973, 16.3
zinc_oxide,5675,0.020,1.9017e-01,308.1, 99502, 705, 16.4
zinc_oxide,5675,0.020,1.9017e-01,293.2, 93764, 804, 15.9
zinc_oxide,5675,0.020,1.9017e-01,297.0, 98962, 647, 13.7
zinc_oxide,5675,0.020,1.9017e-01,287.5,105886, 508, 10.9
zinc_oxide,5675,0.020,1.9017e-01,284.7, 98103, 936, 17.6
zinc_oxide,5675,0.020,1.9017e-01,283.2, 99882, 707, 14.1
zinc_oxide,5675,0.020,1.9017e-01,303.3, 95722, 775, 15.3
zinc_oxide,5675,0.020,1.9017e-01,290.1,101846, 527, 11.3
zinc_oxide,5675,0.020,1.9017e-01,284.7,105091, 590, 15.4
zinc_oxide,5675,0.020,1.9017e-01,310.7,103296, 699, 12.9
zinc_oxide,5675,0.020,1.9017e-01,276.3,102055, 503, 13.4
zinc_oxide,5675,0.020,1.9017e-01,305.6, 98891, 902, 17.3
zinc_oxide,5675,0.020,1.9017e-01,312.5,105093, 720, 14.8
zinc_oxide,5675,0.020,1.9017e-01,274.4, 99935, 976, 18.0
zinc_oxide,5675,0.020,1.9017e-01,295.6,102230, 783, 14.8
zinc_oxide,5675,0.020,1.9017e-01,293.1,103644, 544, 12.9
zinc_oxide,5675,0.020,1.9017e-01,279.1, 98980, 831, 17.4
zinc_oxide,5675,0.020,1.9017e-01,282.8, 98705, 857, 18.4
zinc_oxide,5675,0.020,1.9017e-01,296.8, 99296, 942, 18.6
zinc_oxide,5675,0.020,1.9017e-01,306.8,103159, 811, 16.3
zinc_oxide,5675,0.020,1.9017e-01,265.1,102265, 749, 16.6
zinc_oxide,5675,0.020,1.9017e-01,282.8,101551, 675, 14.4
zinc_oxide,5675,0.020,1.9017e-01,307.0, 96805, 982, 20.0
zinc_oxide,5675,0.020,1.9017e-01,297.2, 98824, 799, 17.0
zinc_oxide,5675,0.020,1.9017e-01,292.9,106873, 910, 17.2
zinc_oxide,5675,0.020,1.9017e-01,298.7, 98483, 796, 14.3
zinc_oxide,5675,0.020,1.9017e-01,291.5, 98527, 806, 15.5
zinc_oxide,5675,0.020,1.9017e-01,294.7,101401, 750, 14.8
zinc_oxide,5675,0.020,1.9017e-01,306.2, 95256, 869, 18.4
zinc_oxide,5675,0.020,1.9017e-01,303.9, 99220, 627, 14.2
zinc_oxide,5675,0.020,1.9017e-01,319.6, 97923, 981, 16.5
zinc_oxide,5675,0.020,1.9017e-01,298.1,101318, 729, 14.6
zinc_oxide,5675,0.020,1.9017e-01,289.3, 99128, 969, 19.8
zinc_oxide,5675,0.020,1.9017e-01,281.1, 96630, 532, 11.8
zinc_oxide,5675,0.020,1.9017e-01,300.4, 97108, 978, 18.3
zinc_oxide,5675,0.020,1.9017e-01,302.5,100608, 909, 18.0
zinc_oxide,5675,0.020,1.9017e-01,291.2,100002, 968, 17.7
zinc_oxide,5675,0.020,1.9017e-01,297.3,101767, 841, 16.8
zinc_oxide,5675,0.020,1.9017e-01,267.6, 96867, 673, 15.4
zinc_oxide,5675,0.020,1.9017e-01,295.0, 98522, 915, 17.1
zinc_oxide,5675,0.020,1.9017e-01,298.6,100658, 698, 13.4
zinc_oxide,5675,0.020,1.9017e-01,293.4,103205, 816, 16.4
zinc_oxide,5675,0.020,1.9017e-01,291.9, 98413, 934, 17.9
zinc_oxide,5675,0.025,3.7143e-01,288.9,100531, 969, 18.7
zinc_oxide,5675,0.025,3.7143e-01,304.3, 97438, 773, 14.6
zinc_oxide,5675,0.025,3.7143e-01,278.9,104046, 859, 17.5
zinc_oxide,5675,0.025,3.7143e-01,285.7,100999, 702, 12.9
zinc_oxide,5675,0.025,3.7143e-01,290.0,101604, 801, 15.2
zinc_oxide,5675,0.025,3.7143e-01,298.5,103935, 797, 16.2
zinc_oxide,5675,0.025,3.7143e-01,290.2, 96511, 895, 16.6
zinc_oxide,5675,0.025,3.7143e-01,276.1,104000, 977, 18.8
zinc_oxide,5675,0.025,3.7143e-01,291.9,102847, 602, 13.5
zinc_oxide,5675,0.025,3.7143e-01,276.8,102470, 558, 12.2
zinc_oxide,5675,0.025,3.7143e-01,289.9, 98584, 735, 13.2
zinc_oxide,5675,0.025,3.7143e-01,302.6,101230, 736, 15.3
zinc_oxide,5675,0.025,3.7143e-01,287.3,105594, 697, 16.3
zinc_oxide,5675,0.025,3.7143e-01,294.4, 98255, 752, 13.9
zinc_oxide,5675,0.025,3.7143e-01,278.4, 97608, 656, 14.9
zinc_oxide,5675,0.025,3.7143e-01,294.0,103583, 841, 18.2
zinc_oxide,5675,0.025,3.7143e-01,303.8,102773, 704, 15.0
zinc_oxide,5675,0.025,3.7143e-01,283.2, 97165, 647, 12.0
zinc_oxide,5675,0.025,3.7143e-01,292.2, 99594, 690, 12.3
zinc_oxide,5675,0.025,3.7143e-01,276.0,101351, 806, 16.8
zinc_oxide,5675,0.025,3.7143e-01,293.6,100884, 509, 10.7
zinc_oxide,5675,0.025,3.7143e-01,296.8, 98995, 872, 16.9
zinc_oxide,5675,0.025,3.7143e-01,296.0,102162, 899, 16.3
zinc_oxide,5675,0.025,3.7143e-01,290.4, 96534, 802, 15.4
zinc_oxide,5675,0.025,3.7143e-01,276.9,100421, 921, 17.5
zinc_oxide,5675,0.025,3.7143e-01,283.0, 99620, 541, 12.3
zinc_oxide,5675,0.025,3.7143e-01,306.8, 99173, 748, 13.9
zinc_oxide,5675,0.025,3.7143e-01,291.0, 99372, 606, 11.2
zinc_oxide,5675,0.025,3.7143e-01,298.4,100876, 926, 17.0
zinc_oxide,5675,0.025,3.7143e-01,313.1,101588, 719, 13.4
zinc_oxide,5675,0.025,3.7143e-01,289.9, 99773, 633, 10.8
zinc_oxide,5675,0.025,3.7143e-01,286.1,108101, 513,  9.6
zinc_oxide,5675,0.025,3.7143e-01,300.9, 98848, 722, 13.4
zinc_oxide,5675,0.025,3.7143e-01,288.1, 96653, 670, 13.4
zinc_oxide,5675,0.025,3.7143e-01,294.0, 99617, 685, 13.3
zinc_oxide,5675,0.025,3.7143e-01,288.4,104990, 928, 16.9
zinc_oxide,5675,0.025,3.7143e-01,272.4,100942, 633, 13.2
zinc_oxide,5675,0.025,3.7143e-01,282.1, 98114, 745, 14.4
zinc_oxide,5675,0.025,3.7143e-01,300.1,100975, 613, 13.9
zinc_oxide,5675,0.025,3.7143e-01,284.6, 99014, 718, 14.0
zinc_oxide,5675,0.025,3.7143e-01,293.3,100480, 707, 14.0
zinc_oxide,5675,0.025,3.7143e-01,297.2, 98267, 689, 12.0
zinc_oxide,5675,0.025,3.7143e-01,292.5, 99782, 672, 13.4
zinc_oxide,5675,0.025,3.7143e-01,290.9,100122, 628, 13.3
zinc_oxide,5675,0.025,3.7143e-01,311.7,101673, 587, 12.8
zinc_oxide,5675,0.025,3.7143e-01,277.5, 94870, 852, 13.3
zinc_oxide,5675,0.025,3.7143e-01,275.7,102649, 759, 15.0
zinc_oxide,5675,0.025,3.7143e-01,308.5,100797, 539, 12.0
zinc_oxide,5675,0.025,3.7143e-01,280.2,103494, 861, 16.3
zinc_oxide,5675,0.025,3.7143e-01,300.9, 97905, 712, 14.6
zinc_oxide,5675,0.025,3.7143e-01,288.4,100678, 731, 15.8
zinc_oxide,5675,0.025,3.7143e-01,300.7,103487, 561, 13.3
zinc_oxide,5675,0.025,3.7143e-01,289.0,100248, 539, 10.9
zinc_oxide,5675,0.025,3.7143e-01,298.3,105700, 983, 18.8
zinc_oxide,5675,0.025,3.7143e-01,290.7, 98790, 862, 14.4
zinc_oxide,5675,0.025,3.7143e-01,291.5,106810, 517, 11.8
zinc_oxide,5675,0.025,3.7143e-01,280.8,103122, 939, 18.5
zinc_oxide,5675,0.025,3.7143e-01,313.2, 98446, 716, 11.7
zinc_oxide,5675,0.025,3.7143e-01,289.1, 97019, 679, 13.9
zinc_oxide,5675,0.025,3.7143e-01,299.1, 91819, 711, 14.7
zinc_oxide,5675,0.025,3.7143e-01,314.2,102996, 911, 17.4
zinc_oxide,5675,0.025,3.7143e-01,295.8,100312, 775, 15.1
zinc_oxide,5675,0.025,3.7143e-01,301.6, 97557, 716, 14.2
zinc_oxide,5675,0.025,3.7143e-01,292.3,101255, 537, 11.2
zinc_oxide,5675,0.025,3.7143e-01,280.5,101510, 977, 18.7
zinc_oxide,5675,0.025,3.7143e-01,312.0,104104, 555, 11.9
zinc_oxide,5675,0.025,3.7143e-01,281.1, 94233, 686, 14.2
zinc_oxide,5675,0.025,3.7143e-01,294.5,103237, 787, 15.4
zinc_oxide,5675,0.025,3.7143e-01,267.5,101868, 539, 13.7
zinc_oxide,5675,0.025,3.7143e-01,313.7,100635, 712, 14.9
zinc_oxide,5675,0.025,3.7143e-01,288.3,104671, 855, 13.6
zinc_oxide,5675,0.025,3.7143e-01,289.4,104833, 656, 13.5
zinc_oxide,5675,0.025,3.7143e-01,289.8, 95929, 765, 15.0
zinc_oxide,5675,0.025,3.7143e-01,289.1,101477, 502, 11.8
zinc_oxide,5675,0.025,3.7143e-01,303.1,100071, 566, 10.7
zinc_oxide,5675,0.025,3.7143e-01,293.6,102923, 782, 16.5
zinc_oxide,5675,0.025,3.7143e-01,273.2,105009, 663, 13.2
zinc_oxide,5675,0.025,3.7143e-01,287.8, 99652, 902, 16.5
zinc_oxide,5675,0.025,3.7143e-01,293.1,103082, 683, 13.3
zinc_oxide,5675,0.025,3.7143e-01,279.8, 96055, 539, 12.2
zinc_oxide,5675,0.025,3.7143e-01,289.0,106365, 763, 16.4
zinc_oxide,5675,0.025,3.7143e-01,312.2,100416, 787, 14.4
zinc_oxide,5675,0.025,3.7143e-01,304.7,106613, 953, 16.9
zinc_oxide,5675,0.025,3.7143e-01,282.3, 95289, 651, 11.9
zinc_oxide,5675,0.025,3.7143e-01,280.7,100566, 557, 11.8
zinc_oxide,5675,0.025,3.7143e-01,273.8,100085, 574, 13.3
zinc_oxide,5675,0.025,3.7143e-01,303.7,102506, 497, 12.1
zinc_oxide,5675,0.025,3.7143e-01,288.4, 94629, 892, 17.2
zinc_oxide,5675,0.025,3.7143e-01,300.7,102744, 705, 14.3
zinc_oxide,5675,0.025,3.7143e-01,290.1, 96669, 538, 11.1
zinc_oxide,5675,0.025,3.7143e-01,281.4, 96305, 656, 14.9
zinc_oxide,5675,0.025,3.7143e-01,286.1, 95837, 511, 11.4
zinc_oxide,5675,0.025,3.7143e-01,294.7, 94491, 987, 16.0
zinc_oxide,5675,0.025,3.7143e-01,314.6, 95628, 653, 12.9
zinc_oxide,5675,0.025,3.7143e-01,296.6,102368, 725, 15.4
zinc_oxide,5675,0.025,3.7143e-01,287.7, 96046, 639, 11.0
zinc_oxide,5675,0.025,3.7143e-01,288.1,100008, 648, 13.5
